date,layman__oil_price,layman__gas_price,layman__mortgage_rate,layman__housing_prices,layman__grocery_index,layman__retail_sales,layman__electricity_cost_index,layman__used_car_prices,layman__minimum_wage_trend,layman__water_bill_index,linchpin__cpi_inflation,linchpin__unemployment_rate,linchpin__federal_funds_rate
2018-09-30,73.16,2.844,4.72,205.359,240.125,500033.0,170.1,135.13,7.25,215.536,252.182,3.7,1.95
2018-10-31,65.31,2.811,4.86,205.354,239.882,505622.0,168.77,136.45,7.25,211.937,252.772,3.8,2.19
2018-11-30,50.78,2.539,4.81,205.092,239.352,507278.0,169.821,138.01,7.25,209.339,252.594,3.8,2.2
2018-12-31,50.78,2.266,4.55,204.68099999999998,239.989,496973.0,179.999,138.069,7.25,210.637,252.767,3.9,2.27
2019-01-31,53.84,2.256,4.46,204.18200000000002,241.381,500208.0,180.106,138.8,7.25,210.92,252.561,4.0,2.4
2019-02-28,57.21,2.39,4.35,204.40599999999998,242.057,500928.0,174.95,139.301,7.25,210.939,253.319,3.8,2.4
2019-03-31,60.19,2.623,4.06,205.755,242.555,508944.0,174.089,140.513,7.25,210.937,254.277,3.8,2.41
2019-04-30,63.83,2.887,4.2,207.672,241.878,509564.0,171.004,140.458,7.25,210.525,255.233,3.7,2.42
2019-05-31,53.49,2.822,3.99,209.33700000000002,242.145,512930.0,168.826,138.888,7.25,212.326,255.296,3.6,2.39
2019-06-30,58.2,2.654,3.73,210.571,241.407,513716.0,168.628,140.823,7.25,217.947,255.213,3.6,2.38
2019-07-31,58.53,2.715,3.75,211.321,241.359,518274.0,167.074,142.756,7.25,219.083,255.802,3.7,2.4
2019-08-31,55.07,2.574,3.58,211.68,241.153,521348.0,167.803,144.026,7.25,217.811,256.036,3.6,2.13
2019-09-30,54.09,2.642,3.64,211.858,241.543,518188.0,165.562,138.653,7.25,216.938,256.43,3.5,2.04
2019-10-31,54.02,2.596,3.78,211.952,242.34,519795.0,169.138,138.407,7.25,212.829,257.155,3.6,1.83
2019-11-30,58.12,2.579,3.68,212.09099999999998,241.726,523120.0,171.629,137.407,7.25,210.365,257.879,3.6,1.55
2019-12-31,61.14,2.571,3.74,212.22299999999998,241.75,524954.0,173.652,137.125,7.25,209.725,258.63,3.6,1.55
2020-01-31,51.58,2.506,3.51,212.385,243.11,525411.0,174.272,136.064,7.25,212.018,259.127,3.6,1.55
2020-02-29,44.83,2.466,3.45,213.205,244.054,525380.0,171.469,137.452,7.25,212.18,259.25,3.5,1.58
2020-03-31,20.51,2.005,3.5,215.179,245.163,477676.0,168.994,140.689,7.25,211.332,258.076,4.4,0.65
2020-04-30,19.23,1.773,3.23,217.22099999999998,251.717,408312.0,167.751,139.411,7.25,211.04,256.032,14.8,0.05
2020-05-31,35.57,1.96,3.15,218.467,253.827,484978.0,168.316,138.383,7.25,211.988,255.802,13.2,0.05
2020-06-30,39.27,2.174,3.13,219.794,255.042,526970.0,168.267,136.915,7.25,218.191,257.042,11.0,0.08
2020-07-31,40.1,2.175,2.99,221.554,252.563,535644.0,166.536,141.493,7.25,218.82,258.352,10.2,0.09
2020-08-31,42.61,2.222,2.91,224.03599999999997,252.352,540423.0,166.916,149.765,7.25,217.68,259.316,8.4,0.1
2020-09-30,40.05,2.169,2.9,226.787,251.369,551131.0,171.873,152.887,7.25,218.395,259.997,7.8,0.09
2020-10-31,35.64,2.143,2.81,229.797,251.937,549271.0,172.255,154.381,7.25,215.57,260.319,6.9,0.09
2020-11-30,45.2,2.12,2.72,232.299,250.407,544421.0,179.226,152.324,7.25,213.787,260.911,6.7,0.09
2020-12-31,48.35,2.243,2.67,234.34799999999998,251.253,549300.0,180.767,150.891,7.25,214.375,262.045,6.7,0.09
2021-01-31,52.16,2.392,2.73,236.42,252.107,570510.0,181.709,149.659,7.25,215.242,262.639,6.4,0.09
2021-02-28,61.55,2.633,2.97,239.2,252.716,555489.0,183.006,150.221,7.25,216.998,263.573,6.2,0.08
2021-03-31,59.19,2.852,3.17,244.195,253.231,616348.0,185.624,153.873,7.25,216.528,264.847,6.1,0.07
2021-04-30,63.5,2.872,2.98,249.801,254.76,622705.0,188.129,168.647,7.25,218.627,266.625,6.1,0.07
2021-05-31,63.5,3.027,2.95,255.424,255.516,615543.0,191.083,179.532,7.25,220.948,268.404,5.8,0.06
2021-06-30,73.52,3.091,3.02,261.147,257.412,622125.0,194.563,198.855,7.25,226.562,270.71,5.9,0.08
2021-07-31,73.93,3.136,2.8,265.482,259.022,612647.0,198.207,200.425,7.25,227.672,271.965,5.4,0.1
2021-08-31,68.43,3.139,2.87,268.756,259.825,616892.0,202.14,197.535,7.25,229.088,272.752,5.1,0.09
2021-09-30,75.22,3.175,3.01,271.407,262.695,620529.0,207.29,190.207,7.25,229.831,273.942,4.7,0.08
2021-10-31,83.5,3.383,3.14,273.61400000000003,265.478,630562.0,220.668,195.213,7.25,229.641,276.528,4.5,0.08
2021-11-30,66.14,3.38,3.1,275.981,266.384,637775.0,224.225,200.209,7.25,227.588,278.824,4.2,0.08
2021-12-31,75.33,3.275,3.11,278.555,267.555,632515.0,224.366,207.164,7.25,227.974,280.806,3.9,0.08
2022-01-31,89.16,3.368,3.55,281.932,270.711,644034.0,225.181,210.293,7.25,238.183,282.542,4.0,0.08
2022-02-28,96.13,3.608,3.89,287.152,274.568,650522.0,226.491,212.04,7.25,236.453,284.525,3.8,0.08
2022-03-31,100.53,4.231,4.67,294.95,278.612,664167.0,225.679,208.216,7.25,240.558,287.467,3.7,0.2
2022-04-30,104.59,4.107,5.1,301.573,282.161,673245.0,230.916,206.981,7.25,242.778,288.582,3.7,0.33
2022-05-31,114.38,4.624,5.1,306.33799999999997,285.953,671040.0,248.854,208.373,7.25,247.461,291.299,3.6,0.77
2022-06-30,107.76,4.872,5.7,308.13599999999997,288.884,675702.0,269.278,212.98,7.25,257.557,295.072,3.6,1.21
2022-07-31,101.31,4.33,5.3,306.978,292.972,671067.0,258.666,213.683,7.25,262.347,294.94,3.5,1.68
2022-08-31,90.09,3.827,5.55,303.561,295.007,675107.0,268.866,212.895,7.25,265.191,295.162,3.6,2.33
2022-09-30,79.91,3.711,6.7,300.39599999999996,296.771,673312.0,275.894,203.867,7.25,265.487,296.421,3.5,2.56
2022-10-31,86.54,3.742,7.08,298.61,298.401,681748.0,264.774,199.176,7.25,262.1,297.979,3.6,3.08
2022-11-30,80.48,3.534,6.58,296.79400000000004,298.284,673674.0,258.872,193.53,7.25,258.864,298.708,3.6,3.78
2022-12-31,80.16,3.091,6.42,294.286,299.089,666734.0,267.683,188.864,7.25,260.548,298.808,3.5,4.1
2023-01-31,78.95,3.489,6.13,292.777,301.435,693826.0,285.407,185.857,7.25,266.528,300.456,3.5,4.33
2023-02-28,76.88,3.342,6.5,293.552,302.483,686434.0,258.976,183.241,7.25,266.887,301.476,3.6,4.57
2023-03-31,75.68,3.421,6.32,297.487,301.918,679067.0,238.182,184.997,7.25,265.033,301.643,3.5,4.65
2023-04-30,76.78,3.656,6.43,301.611,302.328,683698.0,226.062,193.394,7.25,263.216,302.858,3.4,4.83
2023-05-31,68.11,3.571,6.57,305.485,302.535,686672.0,221.484,199.576,7.25,262.135,303.316,3.6,5.06
2023-06-30,70.66,3.571,6.71,308.443,302.335,688810.0,219.272,202.007,7.25,271.369,304.099,3.6,5.08
2023-07-31,81.8,3.757,6.81,310.36400000000003,303.455,690641.0,223.29,201.624,7.25,270.268,304.615,3.5,5.12
2023-08-31,83.55,3.813,7.18,311.732,303.716,696238.0,224.539,198.768,7.25,270.752,306.138,3.7,5.33
2023-09-30,90.77,3.837,7.31,312.584,303.925,702109.0,221.045,187.587,7.25,272.401,307.374,3.8,5.33
2023-10-31,81.64,3.473,7.79,312.944,304.788,699365.0,222.955,184.961,7.25,268.342,307.653,3.9,5.33
2023-11-30,75.66,3.238,7.22,312.184,303.224,697167.0,231.976,186.27,7.25,267.545,308.087,3.7,5.33
2023-12-31,71.89,3.116,6.61,310.997,303.005,699821.0,230.862,186.383,7.25,269.17,308.735,3.8,5.33
2024-01-31,76.28,3.095,6.69,310.86,305.037,694131.0,234.515,179.41,7.25,276.698,309.794,3.7,5.33
2024-02-29,79.22,3.249,6.94,312.781,305.469,700932.0,236.218,180.006,7.25,276.384,311.022,3.9,5.33
2024-03-31,79.22,3.523,6.79,316.965,305.426,703738.0,230.601,180.891,7.25,278.233,312.107,3.9,5.33
2024-04-30,83.49,3.653,7.17,320.88599999999997,305.707,702681.0,221.729,180.132,7.25,276.653,313.016,3.9,5.33
2024-05-31,77.97,3.577,7.03,323.814,305.679,704309.0,222.024,180.971,7.25,277.584,313.14,4.0,5.33
2024-06-30,82.83,3.438,6.86,325.362,305.752,702350.0,227.478,181.603,7.25,283.25,313.131,4.1,5.33
2024-07-31,79.36,3.484,6.78,325.677,306.643,710851.0,226.593,179.579,7.25,283.415,313.566,4.2,5.33
2024-08-31,74.52,3.313,6.35,325.127,306.402,710038.0,224.259,178.192,7.25,281.333,314.131,4.2,5.33
2024-09-30,68.75,3.179,6.08,324.755,307.767,716388.0,225.366,178.072,7.25,282.522,314.851,4.1,5.13
2024-10-31,69.58,3.097,6.72,324.08299999999997,308.2,720393.0,227.463,178.744,7.25,280.47,315.564,4.1,4.83
2024-11-30,68.26,3.044,6.81,323.784,307.972,725079.0,236.179,179.958,7.25,275.801,316.449,4.2,4.64
2024-12-31,72.44,3.006,6.85,323.328,308.38,730336.0,242.224,180.317,7.25,276.7,317.603,4.1,4.48
